"CORO                ","VENEZUELA           ","38:44   ","-04:00:00","NORTH","11.25 ","WEST","69.41 ","-1","      395"
"CONSTANTINE         ","ALGERIA             ","33:28   ","+01:00:00","NORTH","36.17 ","EAST","6.38  ","+1","      396"
"CRUZEIRO DO SUL     ","                    ","111:8   ","-03:00:00","SOUTH","7.35  ","WEST","72.47 ","-1","      397"
"DAYTONA BEACH       ","FL                  ","24:12   ","-05:00:00","NORTH","29.11 ","WEST","81.03 ","-1","      398"
"DHAKA               ","BANGLADESH          ","1:32    ","+06:00:00","NORTH","23.47 ","EAST","90.23 ","-1","      399"
"DAGGETT             ","CALIFORNIA          ","12:52   ","-08:00:00","NORTH","34.51 ","WEST","116.47","+1","      400"
"DAMASCUS            ","SYRIA               ","26:4    ","+02:00:00","NORTH","33.25 ","EAST","36.31 ","-1","      401"
"DANVILLE            ","VIRGINIA            ","17:20   ","-05:00:00","NORTH","36.34 ","WEST","79.20 ","-1","      402"
"DAR ES SALAAM       ","                    ","23:12   ","+03:00:00","SOUTH","6.53  ","EAST","39.12 ","+1","      403"
"DAYTON              ","OHIO                ","36:52   ","-05:00:00","NORTH","39.54 ","WEST","84.13 ","-1","      404"
"DUBBO               ","AUSTRALIA           ","5:40    ","+10:00:00","SOUTH","32.13 ","EAST","148.35","+1","      405"
"DUBUQUE             ","IOWA                ","2:52    ","-06:00:00","NORTH","42.25 ","WEST","90.43 ","-1","      406"
"DUBROVNIK           ","YUGOSLAVIA          ","13:4    ","+01:00:00","NORTH","42.34 ","EAST","18.16 ","-1","      407"
"WASHINGTON          ","DC                  ","8:8     ","-05:00:00","NORTH","38.51 ","WEST","77.02 ","-1","      408"
"DODGE CITY          ","KANSAS              ","39:52   ","-06:00:00","NORTH","37.46 ","WEST","99.58 ","-1","      409"
"DECATUR             ","ILLINOIS            ","4:32    ","-06:00:00","NORTH","39.50 ","WEST","88.52 ","+1","      410"
"DELHI               ","INDIA               ","41:36   ","+05:50:00","NORTH","28.34 ","EAST","77.06 ","+1","      411"
"DETROIT             ","MICHIGAN            ","32:4    ","-05:00:00","NORTH","42.24 ","WEST","83.01 ","-1","      412"
"DEIR EZZOR          ","SYRIA               ","40:44   ","+02:00:00","NORTH","35.17 ","EAST","40.11 ","-1","      413"
"DALLAS/FORT WORTH   ","TX                  ","28:8    ","-06:00:00","NORTH","32.54 ","WEST","97.02 ","-1","      414"
"DOUGLAS             ","ARIZONA             ","18:0    ","-07:00:00","NORTH","31.20 ","WEST","109.30","-1","      415"
"DURANGO             ","MEXICO              ","58:8    ","-06:00:00","NORTH","24.8  ","WEST","104.32","-1","      416"
"DHAHRAN             ","SAUDIA ARABIA       ","20:40   ","+03:00:00","NORTH","26.16 ","EAST","50.10 ","-1","      417"
"DOTHAN              ","ALABAMA             ","18:12   ","-06:00:00","NORTH","31.19 ","WEST","85.27 ","+1","      418"
"DICKINSON           ","ND                  ","8:48    ","-07:00:00","NORTH","46.48 ","WEST","102.48","+1","      419"
"DIRE DAWA           ","ETHIOPIA            ","12:36   ","+03:00:00","NORTH","9.37  ","EAST","41.51 ","+1","      420"
"DIYARBAKIR          ","TURKEY              ","19:12   ","+03:00:00","NORTH","37.54 ","EAST","40.12 ","+1","      421"
"DJERBA              ","TUNISIA             ","16:52   ","+01:00:00","NORTH","33.52 ","EAST","10.47 ","+1","      422"
"DJANET              ","ALGERIA             ","22:4    ","+01:00:00","NORTH","24.28 ","EAST","9.29  ","+1","      423"
"DAKAR               ","SENEGAL             ","69:56   "," 00:00:00","NORTH","14.44 ","WEST","17.29 ","-1","      424"
"DOUALA              ","CAMEROON            ","21:8    ","+01:00:00","NORTH","4.1   ","EAST","9.43  ","+1","      425"
"DEL RIO             ","TEXAS               ","43:8    ","-06:00:00","NORTH","29.22 ","WEST","100.47","-1","      426"
"DILLINGHAM          ","ALASKA              ","94:0    ","-09:00:00","NORTH","59.3  ","WEST","158.30","-1","      427"
"DULUTH              ","MINNESOTA           ","51:16   ","-07:00:00","NORTH","46.51 ","WEST","92.11 ","+1","      428"
"DALAMAN             ","TURKEY              ","64:48   ","+03:00:00","NORTH","36.43 ","EAST","28.48 ","+1","      429"
"DOLOMI              ","ALASKA              ","11:48   ","-09:00:00","NORTH","55.7  ","WEST","132.03","+1","      430"
"THE DALLES          ","OREGON              ","4:40    ","-08:00:00","NORTH","45.37 ","WEST","121.10","-1","      431"
"TUCSON              ","ARIZONA             ","23:32   ","-07:00:00","NORTH","32.10 ","WEST","110.53","-1","      432"
"SEDALIA             ","MISSOURI            ","12:44   ","-06:00:00","NORTH","38.42 ","WEST","93.11 ","-1","      433"
"DALTON              ","GEORGIA             ","39:28   ","-05:00:00","NORTH","34.43 ","WEST","84.52 ","-1","      434"
"DINARD              ","FRANCE              ","51:40   ","+01:00:00","NORTH","48.35 ","WEST","2.05  ","+1","      435"
"DODOMA              ","TANZANIA            ","37:0    ","+03:00:00","SOUTH","6.10  ","EAST","35.45 ","+1","      436"
"DOHA                ","QATAR               ","26:16   ","+03:00:00","NORTH","25.15 ","EAST","51.34 ","-1","      437"
"DEAUVILLE           ","FRANCE              ","59:20   ","+01:00:00","NORTH","49.22 ","EAST","0.10  ","+1","      438"
"DOVER               ","DELAWARE            ","1:52    ","-05:00:00","NORTH","39.8  ","WEST","75.28 ","-1","      439"
"DUGWAY              ","UTAH                ","31:44   ","-07:00:00","NORTH","40.12 ","WEST","112.56","-1","      440"
"DENPASAR            ","INDONESIA           ","40:40   ","+07:00:00","SOUTH","8.45  ","EAST","115.10","-1","      441"
"MERCURY             ","NEVADA              ","15:52   ","-08:00:00","NORTH","36.37 ","WEST","116.02","+1","      442"
"DRESDEN             ","GERMANY             ","4:56    ","+01:00:00","NORTH","51.8  ","EAST","13.46 ","+1","      443"
"DARWIN              ","AUSTRALIA           ","66:32   ","+09:50:00","SOUTH","12.25 ","EAST","130.52","+1","      444"
"DES MOINES          ","IOWA                ","14:36   ","-06:00:00","NORTH","41.32 ","WEST","93.39 ","-1","      445"
"DELTA               ","UTAH                ","30:0    ","-07:00:00","NORTH","39.23 ","WEST","112.30","-1","      446"
"DETROIT LAKES       ","MN                  ","23:32   ","-06:00:00","NORTH","46.50 ","WEST","95.53 ","-1","      447"
"DUBLIN              ","IRELAND             ","25:0    "," 00:00:00","NORTH","53.26 ","WEST","6.15  ","-1","      448"
"DUNCAN              ","OKLAHOMA            ","31:52   ","-06:00:00","NORTH","34.28 ","WEST","97.58 ","-1","      449"
"DU BOIS             ","PA                  ","15:36   ","-05:00:00","NORTH","41.11 ","WEST","78.54 ","-1","      450"
"DURBAN              ","ZA                  ","3:48    ","+02:00:00","SOUTH","29.58 ","EAST","30.57 ","-1","      451"
"DUSSELDORF          ","GERMANY             ","33:0    ","+01:00:00","NORTH","51.17 ","EAST","6.45  ","+1","      452"
"DEVILS LAKE         ","ND                  ","395:36  "," 00:00:00","NORTH","48.7  ","WEST","98.54 ","-1","      453"
"DAVENPORT           ","IOWA                ","2:20    ","-06:00:00","NORTH","41.37 ","WEST","90.35 ","-1","      454"
"DAVAO               ","PHILIPPINES         ","22:36   ","+08:00:00","NORTH","7.8   ","EAST","125.39","-1","      455"
"HOUSTON             ","TEXAS               ","22:16   ","-06:00:00","NORTH","30.4  ","WEST","95.34 ","-1","      456"
"DUBAI               ","UAE                 ","18:36   ","+04:00:00","NORTH","25.15 ","EAST","55.21 ","+1","      457"
"DANBURY             ","CONNECTICUT         ","6:4     ","-05:00:00","NORTH","41.22 ","WEST","73.29 ","+1","      458"
"NEJRAN              ","SAUDIA ARABIA       ","2:16    ","+03:00:00","NORTH","17.37 ","EAST","44.26 ","+1","      459"
"KEARNEY             ","NEBRASKA            ","36:0    ","-06:00:00","NORTH","40.44 ","WEST","98.60 ","-1","      460"
"WENATCHEE           ","WA                  ","0:48    ","-08:00:00","NORTH","47.24 ","WEST","120.12","-1","      461"
"EAU CLAIRE          ","WI                  ","5:56    ","-06:00:00","NORTH","44.52 ","WEST","91.29 ","-1","      462"
"ENTEBBE             ","UGANDA              ","50:16   ","+03:00:00","NORTH","0.3   ","EAST","32.26 ","+1","      463"
"EL OBEID            ","SUDAN               ","0:56    ","+02:00:00","NORTH","13.10 ","EAST","30.14 ","-1","      464"
"ESBJERG             ","DENMARK             ","25:48   ","+01:00:00","NORTH","55.32 ","EAST","8.33  ","+1","      465"
"ST ETIENNE          ","FRANCE              ","42:48   ","+01:00:00","NORTH","45.33 ","EAST","4.18  ","+1","      466"
"ELIZABETH           ","NC                  ","4:40    ","-05:00:00","NORTH","36.16 ","WEST","76.10 ","-1","      467"
"ERCAN               ","CYPRUS              ","13:56   ","+02:00:00","NORTH","35.10 ","EAST","33.29 ","-1","      468"
"EDINBURGH           ","UK                  ","13:24   "," 00:00:00","NORTH","55.57 ","WEST","3.21  ","-1","      469"
"EDWARDS             ","CALIFORNIA          ","8:32    ","-08:00:00","NORTH","34.54 ","WEST","117.52","+1","      470"
"NEEDLES             ","CALIFORNIA          ","21:32   ","-08:00:00","NORTH","34.46 ","WEST","114.37","+1","      471"
"KEENE               ","NEW HAMPSHIRE       ","10:56   ","-05:00:00","NORTH","42.54 ","WEST","72.16 ","+1","      472"
"KEFALONIA           ","GREECE              ","38:0    ","+02:00:00","NORTH","38.7  ","EAST","20.30 ","+1","      473"
"EAGLE               ","COLORADO            ","7:40    ","-07:00:00","NORTH","39.39 ","WEST","106.55","-1","      474"
"FAIRBANKS           ","ALASKA              ","48:24   ","-09:00:00","NORTH","64.40 ","WEST","147.06","-1","      475"
"WEDJH               ","SAUDIA ARABIA       ","34:4    ","+03:00:00","NORTH","26.12 ","EAST","36.29 ","+1","      476"
"ELKINS              ","WV                  ","19:24   ","-05:00:00","NORTH","38.53 ","WEST","79.51 ","-1","      477"
"ELKO                ","NEVADA              ","16:52   ","-08:00:00","NORTH","40.49 ","WEST","115.47","+1","      478"
"ELMIRA/CORNING      ","NY                  ","7:36    ","-05:00:00","NORTH","42.10 ","WEST","76.54 ","-1","      479"
"ELLENSBURG          ","WA                  ","2:8     ","-08:00:00","NORTH","47.2  ","WEST","120.32","-1","      480"
"GASSIM              ","SAUDIA ARABIA       ","4:56    ","+03:00:00","NORTH","26.18 ","EAST","43.46 ","+1","      481"
"ELY                 ","NEVADA              ","20:36   ","-08:00:00","NORTH","39.18 ","WEST","114.51","+1","      482"
"EAST MIDLANDS       ","UK                  ","5:20    "," 00:00:00","NORTH","52.50 ","WEST","1.20  ","-1","      483"
"KEMMERER            ","WYOMING             ","22:16   ","-07:00:00","NORTH","41.50 ","WEST","110.34","-1","      484"
"EMPORIA             ","KANSAS              ","24:44   ","-06:00:00","NORTH","38.20 ","WEST","96.11 ","-1","      485"
"KENAI               ","ALASKA              ","65:0    ","-09:00:00","NORTH","60.34 ","WEST","151.15","-1","      486"
"ENID                ","OKLAHOMA            ","31:40   ","-06:00:00","NORTH","36.20 ","WEST","97.55 ","-1","      487"
"ENUGU               ","NIGERIA             ","29:44   ","+01:00:00","NORTH","6.29  ","EAST","7.34  ","+1","      488"
"WENDOVER            ","UTAH                ","36:8    ","-07:00:00","NORTH","40.44 ","WEST","114.02","-1","      489"
"KENOSHA             ","WISCONSIN           ","8:20    ","-06:00:00","NORTH","42.36 ","WEST","87.55 ","+1","      490"
"EPHRATA             ","WASHINGTON          ","178:4   ","-05:00:00","NORTH","47.18 ","WEST","119.31","-1","      491"
"EPINAL              ","FRANCE              ","35:44   ","+01:00:00","NORTH","48.20 ","EAST","6.04  ","+1","      492"
"ERFURT              ","GERMANY             ","16:8    ","+01:00:00","NORTH","50.59 ","EAST","10.58 ","+1","      493"
"ERIE                ","PENNSYLVANIA        ","20:44   ","-05:00:00","NORTH","42.5  ","WEST","80.11 ","-1","      494"
"ERZURUM             ","TURKEY              ","15:20   ","+03:00:00","NORTH","39.57 ","EAST","41.10 ","+1","      495"
"ANKARA              ","TURKEY              ","48:0    ","+03:00:00","NORTH","40.8  ","EAST","32.60 ","+1","      496"
"ESCANABA            ","MICHIGAN            ","48:20   ","-05:00:00","NORTH","45.43 ","WEST","87.05 ","-1","      497"
"ESMERALDAS          ","ECUADOR             ","18:32   ","-05:00:00","NORTH","0.58  ","WEST","79.38 ","-1","      498"
"EUGENE              ","OREGON              ","12:52   ","-08:00:00","NORTH","44.7  ","WEST","123.13","-1","      499"
"LAAYOUNE            ","MOROCCO             ","52:52   "," 00:00:00","NORTH","27.8  ","WEST","13.13 ","-1","      500"
"EVENES              ","NORWAY              ","6:44    ","+01:00:00","NORTH","68.29 ","EAST","16.41 ","-1","      501"
"EVELETH             ","MINNESOTA           ","10:0    ","-06:00:00","NORTH","47.26 ","WEST","92.30 ","-1","      502"
"EVANSVILLE          ","INDIANA             ","50:8    ","-05:00:00","NORTH","38.2  ","WEST","87.32 ","-1","      503"
"EVANSTON            ","WYOMING             ","24:0    ","-07:00:00","NORTH","41.21 ","WEST","111.00","-1","      504"
"NEW BEDFORD         ","MA                  ","16:8    ","-05:00:00","NORTH","41.41 ","WEST","70.58 ","+1","      505"
"NEWTON              ","KANSAS              ","29:8    ","-06:00:00","NORTH","38.3  ","WEST","97.17 ","-1","      506"
"NEW BERN            ","NC                  ","8:12    ","-05:00:00","NORTH","35.4  ","WEST","77.03 ","-1","      507"
"NEWARK              ","NEW JERSEY          ","3:20    ","-05:00:00","NORTH","40.42 ","WEST","74.10 ","+1","      508"
"EXETER              ","UK                  ","13:40   "," 00:00:00","NORTH","50.44 ","WEST","3.25  ","-1","      509"
"KEY WEST            ","FLORIDA             ","27:4    ","-05:00:00","NORTH","24.33 ","WEST","81.46 ","-1","      510"
"FARSUND             ","NORWAY              ","33:28   ","+01:00:00","NORTH","58.6  ","EAST","6.38  ","+1","      511"
"FARO                ","PORTUGAL            ","31:52   "," 00:00:00","NORTH","37.1  ","WEST","7.58  ","-1","      512"
"FARGO               ","NORTH DAKOTA        ","27:16   ","-06:00:00","NORTH","46.55 ","WEST","96.49 ","-1","      513"
"FRESNO              ","CALIFORNIA          ","1:8     ","-08:00:00","NORTH","36.47 ","WEST","119.43","+1","      514"
"FAYETTEVILLE        ","NC                  ","15:32   ","-05:00:00","NORTH","34.59 ","WEST","78.53 ","-1","      515"
"LUBUMBASHI          ","ZAIRE               ","50:8    ","+01:00:00","SOUTH","11.35 ","EAST","27.32 ","-1","      516"
"FORT BRIDGER        ","WY                  ","21:36   ","-07:00:00","NORTH","41.24 ","WEST","110.24","-1","      517"
"KALISPELL           ","MONTANA             ","37:0    ","-07:00:00","NORTH","48.19 ","WEST","114.15","-1","      518"
"FRIEDRICHSHAFEN     ","DEN                 ","21:56   ","+01:00:00","NORTH","47.40 ","EAST","9.31  ","+1","      519"
"FINDLAY             ","OHIO                ","34:40   ","-05:00:00","NORTH","41.1  ","WEST","83.40 ","-1","      520"
"FEZ                 ","MOROCCO             ","19:56   "," 00:00:00","NORTH","33.56 ","WEST","4.59  ","-1","      521"
"FRANKFORT           ","KENTUCKY            ","39:36   ","-05:00:00","NORTH","38.11 ","WEST","84.54 ","-1","      522"
"SIERRA VISTA        ","AZ                  ","21:24   ","-07:00:00","NORTH","31.35 ","WEST","110.21","-1","      523"
"KINSHASA            ","ZAIRE               ","1:48    ","+01:00:00","SOUTH","4.23  ","EAST","15.27 ","-1","      524"
"KISANGANI           ","ZAIRE               ","40:36   ","+01:00:00","NORTH","0.31  ","EAST","25.09 ","-1","      525"
"FRANKLIN            ","PA                  ","19:28   ","-05:00:00","NORTH","41.23 ","WEST","79.52 ","-1","      526"
"FOND DU LAC         ","                    ","6:4     ","-06:00:00","NORTH","43.46 ","WEST","88.29 ","+1","      527"
"FLAGSTAFF           ","ARIZONA             ","26:40   ","-07:00:00","NORTH","35.8  ","WEST","111.40","-1","      528"
"FORT LAUDERDALE     ","FL                  ","20:36   ","-05:00:00","NORTH","26.4  ","WEST","80.09 ","-1","      529"
"FLORIANOPOLIS       ","BRAZIL              ","14:12   ","-03:00:00","SOUTH","27.40 ","WEST","48.33 ","-1","      530"
"FLORENCE            ","SC                  ","18:52   ","-05:00:00","NORTH","34.11 ","WEST","79.43 ","-1","      531"
"FT LEAVENWORTH      ","KS                  ","19:40   ","-06:00:00","NORTH","39.22 ","WEST","94.55 ","-1","      532"
"FALLON              ","NEVADA              ","5:0     ","-08:00:00","NORTH","39.30 ","WEST","118.45","+1","      533"
"FALMOUTH            ","MA                  ","17:56   ","-05:00:00","NORTH","41.39 ","WEST","70.31 ","+1","      534"
"FARMINGTON          ","NM                  ","12:56   ","-07:00:00","NORTH","36.44 ","WEST","108.14","-1","      535"
"FORT MYERS          ","FLORIDA             ","27:28   ","-05:00:00","NORTH","26.35 ","WEST","81.52 ","-1","      536"
"FREETOWN            ","SL                  ","52:48   "," 00:00:00","NORTH","8.37  ","WEST","13.12 ","-1","      537"
"NIMES               ","FRANCE              ","42:20   ","+01:00:00","NORTH","43.46 ","EAST","4.25  ","+1","      538"
"FORT COLLINS        ","CO                  ","0:4     ","-07:00:00","NORTH","40.27 ","WEST","105.01","-1","      539"
"FLINT               ","MICHIGAN            ","35:0    ","-05:00:00","NORTH","42.58 ","WEST","83.45 ","-1","      540"
"FORT DODGE          ","IOWA                ","16:44   ","-06:00:00","NORTH","42.33 ","WEST","94.11 ","-1","      541"
"TOPEKA              ","KANSAS              ","22:40   ","-06:00:00","NORTH","38.57 ","WEST","95.40 ","-1","      542"
"WESTHAMPTON         ","NY                  ","9:28    ","-05:00:00","NORTH","40.51 ","WEST","72.38 ","+1","      543"
"FORTALEZA           ","BRAZIL              ","25:52   ","-03:00:00","SOUTH","3.47  ","WEST","38.32 ","+1","      544"
"FREEPORT            ","BAHAMAS             ","14:48   ","-05:00:00","NORTH","26.33 ","WEST","78.42 ","-1","      545"
"FORT PIERCE         ","FLORIDA             ","21:28   ","-05:00:00","NORTH","27.30 ","WEST","80.22 ","-1","      546"
"FRANKFURT           ","GERMANY             ","25:40   ","+01:00:00","NORTH","50.2  ","EAST","8.35  ","+1","      547"
"FARMINGDALE         ","NY                  ","6:20    ","-05:00:00","NORTH","40.44 ","WEST","73.25 ","+1","      548"
"FORLI               ","ITALY               ","11:44   ","+01:00:00","NORTH","44.12 ","EAST","12.04 ","+1","      549"
"FAIRMONT            ","MINNESOTA           ","17:40   ","-06:00:00","NORTH","43.39 ","WEST","94.25 ","-1","      550"
"FLORES              ","GUATEMALA           ","0:28    ","-06:00:00","NORTH","16.55 ","WEST","89.53 ","+1","      551"
"FRANCEVILLE         ","GABON               ","5:48    ","+01:00:00","SOUTH","1.38  ","EAST","13.33 ","+1","      552"
"FRANCISTOWN         ","BOTSWANA            ","10:4    ","+02:00:00","SOUTH","21.10 ","EAST","27.29 ","+1","      553"
"SIOUX FALLS         ","SD                  ","26:56   ","-06:00:00","NORTH","43.35 ","WEST","96.44 ","-1","      554"
"FT SCOTT            ","KANSAS              ","19:4    ","-06:00:00","NORTH","37.48 ","WEST","94.46 ","-1","      555"
"FORT SMITH          ","ARKANSAS            ","17:28   ","-06:00:00","NORTH","35.20 ","WEST","94.22 ","-1","      556"
"FORT KNOX           ","KENTUCKY            ","43:52   ","-05:00:00","NORTH","37.54 ","WEST","85.58 ","-1","      557"
"MEACHAM FIELD       ","TEXAS               ","29:28   ","-06:00:00","NORTH","32.49 ","WEST","97.22 ","-1","      558"
"FUERTEVENTURA       ","SPAIN               ","4:32    ","+01:00:00","NORTH","28.27 ","WEST","13.52 ","+1","      559"
"FUKUOKA             ","JAPAN               ","18:12   ","+09:00:00","NORTH","33.35 ","EAST","130.27","+1","      560"
"FORT WAYNE          ","INDIANA             ","40:44   ","-05:00:00","NORTH","40.59 ","WEST","85.11 ","-1","      561"
"FORT WORTH          ","TEXAS               ","29:44   ","-06:00:00","NORTH","32.46 ","WEST","97.26 ","-1","      562"
"GADSDEN             ","ALABAMA             ","15:40   ","-06:00:00","NORTH","33.58 ","WEST","86.05 ","+1","      563"
"YAMAGATA            ","JAPAN               ","21:32   ","+09:00:00","NORTH","38.24 ","EAST","140.23","-1","      564"
"GALENA              ","ALASKA              ","87:44   ","-09:00:00","NORTH","64.44 ","WEST","156.56","-1","      565"
"GUANTANAMO          ","CUBA                ","0:36    ","-05:00:00","NORTH","20.5  ","WEST","75.09 ","-1","      566"
"GAUHATI             ","INDIA               ","16:20   ","+05:50:00","NORTH","26.6  ","EAST","91.35 ","-1","      567"
"GAYA                ","INDIA               ","10:12   ","+05:50:00","NORTH","24.45 ","EAST","84.57 ","+1","      568"
"GREAT BEND          ","KANSAS              ","35:28   ","-06:00:00","NORTH","38.21 ","WEST","98.52 ","-1","      569"
"GALESBURG           ","ILLINOIS            ","1:44    ","-06:00:00","NORTH","40.56 ","WEST","90.26 ","-1","      570"
"GILLETTE            ","WYOMING             ","2:8     ","-07:00:00","NORTH","44.21 ","WEST","105.32","-1","      571"
"GRAND CANYON        ","AZ                  ","28:36   ","-07:00:00","NORTH","35.57 ","WEST","112.09","-1","      572"
"GREENVILLE          ","TN                  ","31:16   ","-05:00:00","NORTH","36.11 ","WEST","82.49 ","-1","      573"
"GDANSK              ","POLAND              ","14:36   ","+01:00:00","NORTH","54.22 ","EAST","18.39 ","-1","      574"
"GLENDIVE            ","MONTANA             ","0:48    ","-07:00:00","NORTH","47.8  ","WEST","104.48","+1","      575"
"GLADWIN             ","MICHIGAN            ","37:52   ","-05:00:00","NORTH","43.58 ","WEST","84.28 ","-1","      576"
"SPOKANE             ","WASHINGTON          ","9:52    ","-08:00:00","NORTH","47.37 ","WEST","117.32","+1","      577"
"OSLO                ","NORWAY              ","15:40   ","+01:00:00","NORTH","60.12 ","EAST","11.05 ","+1","      578"
"NUEVA GERONA        ","CUBA                ","31:8    ","-05:00:00","NORTH","21.50 ","WEST","82.47 ","-1","      579"
"GERALDTON           ","AUSTRALIA           ","21:12   ","+08:00:00","SOUTH","28.48 ","EAST","114.42","+1","      580"
"GREYBULL            ","WYOMING             ","12:20   ","-07:00:00","NORTH","44.31 ","WEST","108.05","-1","      581"
"GREAT FALLS         ","MONTANA             ","24:44   ","-07:00:00","NORTH","47.30 ","WEST","111.11","-1","      582"
"GRAND FORKS         ","ND                  ","28:44   ","-06:00:00","NORTH","47.57 ","WEST","97.11 ","-1","      583"
"GLENS FALLS         ","NY                  ","5:32    ","-05:00:00","NORTH","43.21 ","WEST","73.37 ","+1","      584"
"GROOTFONTEIN        ","NAMIBIA             ","47:28   ","+02:00:00","SOUTH","19.36 ","EAST","18.08 ","+1","      585"
"LONGVIEW/KILGORE    ","TX                  ","18:52   ","-06:00:00","NORTH","32.23 ","WEST","94.43 ","-1","      586"
"GLASGOW             ","MONTANA             ","6:28    ","-07:00:00","NORTH","48.13 ","WEST","106.37","-1","      587"
"GHARDAIA            ","ALGERIA             ","44:48   ","+01:00:00","NORTH","32.23 ","EAST","3.48  ","+1","      588"
"GHAT                ","LIBYA               ","79:20   ","+02:00:00","NORTH","24.57 ","EAST","10.10 ","+1","      589"
"RIO DE JANEIRO      ","                    ","7:0     ","-03:00:00","SOUTH","22.48 ","WEST","43.15 ","+1","      590"
"GIZAN               ","SAUDIA ARABIA       ","9:40    ","+03:00:00","NORTH","16.52 ","EAST","42.35 ","+1","      591"
"GRAND JUNCTION      ","CO                  ","14:4    ","-07:00:00","NORTH","39.7  ","WEST","108.31","-1","      592"
"GOODLAND            ","KANSAS              ","46:48   ","-06:00:00","NORTH","39.22 ","WEST","101.42","-1","      593"
"GAYLORD             ","MICHIGAN            ","38:48   ","-05:00:00","NORTH","45.1  ","WEST","84.42 ","-1","      594"
"GALVESTON           ","TEXAS               ","19:28   ","-06:00:00","NORTH","29.16 ","WEST","94.52 ","-1","      595"
"GEMENA              ","ZAIRE               ","19:4    ","+01:00:00","NORTH","3.14  ","EAST","19.46 ","-1","      596"
"GRENOBLE            ","FRANCE              ","38:40   ","+01:00:00","NORTH","45.22 ","EAST","5.20  ","+1","      597"
"GAINESVILLE         ","FLORIDA             ","29:8    ","-05:00:00","NORTH","29.41 ","WEST","82.17 ","-1","      598"
"GOMA                ","ZAIRE               ","56:56   ","+01:00:00","SOUTH","1.40  ","EAST","29.14 ","-1","      599"
"NEW LONDON          ","CT                  ","11:48   ","-05:00:00","NORTH","41.20 ","WEST","72.03 ","+1","      600"
"GOTHENBURG          ","SWEDEN              ","10:52   ","+01:00:00","NORTH","57.40 ","EAST","12.17 ","+1","      601"
"GAROUA              ","CAMEROON            ","6:28    ","+01:00:00","NORTH","9.20  ","EAST","13.23 ","+1","      602"
"GULFPORT            ","MS                  ","3:44    ","-06:00:00","NORTH","30.24 ","WEST","89.04 ","+1","      603"
"GRAND RAPIDS        ","MN                  ","14:4    ","-06:00:00","NORTH","47.13 ","WEST","93.31 ","-1","      604"
"GREEN BAY           ","WISCONSIN           ","7:28    ","-06:00:00","NORTH","44.29 ","WEST","88.08 ","+1","      605"
"GREENWOOD           ","SC                  ","28:40   ","-05:00:00","NORTH","34.15 ","WEST","82.10 ","-1","      606"
"TACOMA              ","WASHINGTON          ","10:20   ","-08:00:00","NORTH","47.5  ","WEST","122.35","-1","      607"
"GRAND ISLAND        ","NE                  ","33:12   ","-06:00:00","NORTH","40.58 ","WEST","98.18 ","-1","      608"
"GEORGE              ","SOUTH AFRICA        ","30:20   ","+02:00:00","SOUTH","33.58 ","EAST","22.25 ","+1","      609"
"KILLEEN             ","TEXAS               ","31:20   ","-06:00:00","NORTH","31.4  ","WEST","97.50 ","-1","      610"
"GERONA              ","SPAIN               ","48:56   ","+01:00:00","NORTH","41.55 ","EAST","2.46  ","+1","      611"
"GROSSETO            ","ITALY               ","15:44   ","+01:00:00","NORTH","42.46 ","EAST","11.04 ","+1","      612"
"GRANADA             ","SPAIN               ","44:52   ","+01:00:00","NORTH","37.11 ","WEST","3.47  ","+1","      613"
"GRAZ                ","AUSTRIA             ","1:44    ","+01:00:00","NORTH","46.60 ","EAST","15.26 ","-1","      614"
"GOLDSBORO           ","NC                  ","11:52   ","-05:00:00","NORTH","35.20 ","WEST","77.58 ","-1","      615"
"GREENSBORO          ","NC                  ","19:48   ","-05:00:00","NORTH","36.6  ","WEST","79.57 ","-1","      616"
"GUATEMALA           ","GUATEMALA           ","2:8     ","-06:00:00","NORTH","14.35 ","WEST","90.32 ","-1","      617"
"GUNNISON            ","COLORADO            ","7:44    ","-07:00:00","NORTH","38.32 ","WEST","106.56","-1","      618"
"GUAM                ","GUAM                ","20:48   ","+10:00:00","NORTH","13.29 ","EAST","144.48","+1","      619"
"GALLUP              ","NEW MEXICO          ","15:8    ","-07:00:00","NORTH","35.31 ","WEST","108.47","-1","      620"
"PERU                ","INDIANA             ","44:36   ","-05:00:00","NORTH","40.39 ","WEST","86.09 ","-1","      621"
"GUTERSLOH           ","GERMANY             ","26:48   ","+01:00:00","NORTH","51.55 ","EAST","8.18  ","+1","      622"
"GENEVA              ","SWITZERLAND         ","35:32   ","+01:00:00","NORTH","46.14 ","EAST","6.07  ","+1","      623"
"GRANDVIEW           ","MISSOURI            ","18:16   ","-06:00:00","NORTH","38.51 ","WEST","94.34 ","-1","      624"
"GAVLE               ","SWEDEN              ","7:48    ","+01:00:00","NORTH","60.36 ","EAST","16.57 ","-1","      625"
"GREELEY             ","COLORADO            ","1:32    ","-07:00:00","NORTH","40.20 ","WEST","104.37","+1","      626"
"GUAYAQUIL           ","ECUADOR             ","19:32   ","-05:00:00","SOUTH","2.9   ","WEST","79.53 ","-1","      627"
"GUAYMAS             ","MEXICO              ","23:44   ","-07:00:00","NORTH","27.57 ","WEST","110.56","-1","      628"
"GOIANIA             ","BRAZIL              ","16:52   ","-03:00:00","SOUTH","16.38 ","WEST","49.13 ","-1","      629"
